"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - Drug/Alcohol Induced"	"MCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"Idaho"	"16"	"2017"	"2017"	"Drug-induced causes"	"D"	2938	1716943	171.1
	"Idaho"	"16"	"2017"	"2017"	"Alcohol-induced causes"	"A"	460	1716943	26.8
	"Idaho"	"16"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	13963	1716943	813.2
"Total"	"Idaho"	"16"	"2017"	"2017"			17361	1716943	1011.2
	"Idaho"	"16"	"2018"	"2018"	"Drug-induced causes"	"D"	2937	1754208	167.4
	"Idaho"	"16"	"2018"	"2018"	"Alcohol-induced causes"	"A"	502	1754208	28.6
	"Idaho"	"16"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	14220	1754208	810.6
"Total"	"Idaho"	"16"	"2018"	"2018"			17659	1754208	1006.7
"Total"	"Idaho"	"16"					272986	30280033	901.5
	"Illinois"	"17"	"1999"	"1999"	"Drug-induced causes"	"D"	1486	12359020	12.0
	"Illinois"	"17"	"1999"	"1999"	"Alcohol-induced causes"	"A"	1253	12359020	10.1
	"Illinois"	"17"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	108304	12359020	876.3
"Total"	"Illinois"	"17"	"1999"	"1999"			111043	12359020	898.5
	"Illinois"	"17"	"2000"	"2000"	"Drug-induced causes"	"D"	1615	12419293	13.0
	"Illinois"	"17"	"2000"	"2000"	"Alcohol-induced causes"	"A"	1307	12419293	10.5
	"Illinois"	"17"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	106535	12419293	857.8
"Total"	"Illinois"	"17"	"2000"	"2000"			109457	12419293	881.3
	"Illinois"	"17"	"2001"	"2001"	"Drug-induced causes"	"D"	1598	12488445	12.8
	"Illinois"	"17"	"2001"	"2001"	"Alcohol-induced causes"	"A"	1325	12488445	10.6
	"Illinois"	"17"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	105324	12488445	843.4
"Total"	"Illinois"	"17"	"2001"	"2001"			108247	12488445	866.8
	"Illinois"	"17"	"2002"	"2002"	"Drug-induced causes"	"D"	1742	12525556	13.9
	"Illinois"	"17"	"2002"	"2002"	"Alcohol-induced causes"	"A"	1261	12525556	10.1
	"Illinois"	"17"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	106558	12525556	850.7
"Total"	"Illinois"	"17"	"2002"	"2002"			109561	12525556	874.7
	"Illinois"	"17"	"2003"	"2003"	"Drug-induced causes"	"D"	1622	12556006	12.9
	"Illinois"	"17"	"2003"	"2003"	"Alcohol-induced causes"	"A"	1203	12556006	9.6
	"Illinois"	"17"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	105215	12556006	838.0
"Total"	"Illinois"	"17"	"2003"	"2003"			108040	12556006	860.5
	"Illinois"	"17"	"2004"	"2004"	"Drug-induced causes"	"D"	1887	12589773	15.0
	"Illinois"	"17"	"2004"	"2004"	"Alcohol-induced causes"	"A"	1285	12589773	10.2
	"Illinois"	"17"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	102509	12589773	814.2
"Total"	"Illinois"	"17"	"2004"	"2004"			105681	12589773	839.4
	"Illinois"	"17"	"2005"	"2005"	"Drug-induced causes"	"D"	2008	12609903	15.9
	"Illinois"	"17"	"2005"	"2005"	"Alcohol-induced causes"	"A"	1228	12609903	9.7
	"Illinois"	"17"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	103816	12609903	823.3
"Total"	"Illinois"	"17"	"2005"	"2005"			107052	12609903	849.0
	"Illinois"	"17"	"2006"	"2006"	"Drug-induced causes"	"D"	2268	12643955	17.9
	"Illinois"	"17"	"2006"	"2006"	"Alcohol-induced causes"	"A"	1279	12643955	10.1
	"Illinois"	"17"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	102009	12643955	806.8
"Total"	"Illinois"	"17"	"2006"	"2006"			105556	12643955	834.8
	"Illinois"	"17"	"2007"	"2007"	"Drug-induced causes"	"D"	2127	12695866	16.8
	"Illinois"	"17"	"2007"	"2007"	"Alcohol-induced causes"	"A"	1293	12695866	10.2
	"Illinois"	"17"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	100249	12695866	789.6
"Total"	"Illinois"	"17"	"2007"	"2007"			103669	12695866	816.6
	"Illinois"	"17"	"2008"	"2008"	"Drug-induced causes"	"D"	12325	12747038	96.7
	"Illinois"	"17"	"2008"	"2008"	"Alcohol-induced causes"	"A"	1415	12747038	11.1
	"Illinois"	"17"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	103199	12747038	809.6
"Total"	"Illinois"	"17"	"2008"	"2008"			116939	12747038	917.4
	"Illinois"	"17"	"2009"	"2009"	"Drug-induced causes"	"D"	12038	12796778	94.1
	"Illinois"	"17"	"2009"	"2009"	"Alcohol-induced causes"	"A"	1504	12796778	11.8
	"Illinois"	"17"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	99822	12796778	780.1
"Total"	"Illinois"	"17"	"2009"	"2009"			113364	12796778	885.9
	"Illinois"	"17"	"2010"	"2010"	"Drug-induced causes"	"D"	11933	12830632	93.0
	"Illinois"	"17"	"2010"	"2010"	"Alcohol-induced causes"	"A"	1429	12830632	11.1
	"Illinois"	"17"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	99666	12830632	776.8
"Total"	"Illinois"	"17"	"2010"	"2010"			113028	12830632	880.9
	"Illinois"	"17"	"2011"	"2011"	"Drug-induced causes"	"D"	12174	12869257	94.6
	"Illinois"	"17"	"2011"	"2011"	"Alcohol-induced causes"	"A"	1520	12869257	11.8
	"Illinois"	"17"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	101631	12869257	789.7
"Total"	"Illinois"	"17"	"2011"	"2011"			115325	12869257	896.1
	"Illinois"	"17"	"2012"	"2012"	"Drug-induced causes"	"D"	12426	12875255	96.5
	"Illinois"	"17"	"2012"	"2012"	"Alcohol-induced causes"	"A"	1608	12875255	12.5
	"Illinois"	"17"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	102175	12875255	793.6
"Total"	"Illinois"	"17"	"2012"	"2012"			116209	12875255	902.6
	"Illinois"	"17"	"2013"	"2013"	"Drug-induced causes"	"D"	12415	12882135	96.4
	"Illinois"	"17"	"2013"	"2013"	"Alcohol-induced causes"	"A"	1777	12882135	13.8
	"Illinois"	"17"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	103100	12882135	800.3
"Total"	"Illinois"	"17"	"2013"	"2013"			117292	12882135	910.5
	"Illinois"	"17"	"2014"	"2014"	"Drug-induced causes"	"D"	12689	12880580	98.5
	"Illinois"	"17"	"2014"	"2014"	"Alcohol-induced causes"	"A"	1949	12880580	15.1
	"Illinois"	"17"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	104995	12880580	815.1
"Total"	"Illinois"	"17"	"2014"	"2014"			119633	12880580	928.8
	"Illinois"	"17"	"2015"	"2015"	"Drug-induced causes"	"D"	12693	12859995	98.7
	"Illinois"	"17"	"2015"	"2015"	"Alcohol-induced causes"	"A"	2025	12859995	15.7
	"Illinois"	"17"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	106564	12859995	828.6
"Total"	"Illinois"	"17"	"2015"	"2015"			121282	12859995	943.1
	"Illinois"	"17"	"2016"	"2016"	"Drug-induced causes"	"D"	13237	12801539	103.4
	"Illinois"	"17"	"2016"	"2016"	"Alcohol-induced causes"	"A"	2329	12801539	18.2
	"Illinois"	"17"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	106642	12801539	833.0
"Total"	"Illinois"	"17"	"2016"	"2016"			122208	12801539	954.6
	"Illinois"	"17"	"2017"	"2017"	"Drug-induced causes"	"D"	14040	12802023	109.7
	"Illinois"	"17"	"2017"	"2017"	"Alcohol-induced causes"	"A"	2408	12802023	18.8
	"Illinois"	"17"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	109329	12802023	854.0
"Total"	"Illinois"	"17"	"2017"	"2017"			125777	12802023	982.5
	"Illinois"	"17"	"2018"	"2018"	"Drug-induced causes"	"D"	13862	12741080	108.8
	"Illinois"	"17"	"2018"	"2018"	"Alcohol-induced causes"	"A"	2477	12741080	19.4
	"Illinois"	"17"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	109641	12741080	860.5
"Total"	"Illinois"	"17"	"2018"	"2018"			125980	12741080	988.8
"Total"	"Illinois"	"17"					2275343	253974129	895.9
	"Indiana"	"18"	"1999"	"1999"	"Drug-induced causes"	"D"	507	6044969	8.4
	"Indiana"	"18"	"1999"	"1999"	"Alcohol-induced causes"	"A"	568	6044969	9.4
	"Indiana"	"18"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	55201	6044969	913.2
"Total"	"Indiana"	"18"	"1999"	"1999"			56276	6044969	931.0
	"Indiana"	"18"	"2000"	"2000"	"Drug-induced causes"	"D"	714	6080485	11.7
	"Indiana"	"18"	"2000"	"2000"	"Alcohol-induced causes"	"A"	592	6080485	9.7
	"Indiana"	"18"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	55352	6080485	910.3
"Total"	"Indiana"	"18"	"2000"	"2000"			56658	6080485	931.8
	"Indiana"	"18"	"2001"	"2001"	"Drug-induced causes"	"D"	769	6127760	12.5
	"Indiana"	"18"	"2001"	"2001"	"Alcohol-induced causes"	"A"	625	6127760	10.2
	"Indiana"	"18"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	55087	6127760	899.0
"Total"	"Indiana"	"18"	"2001"	"2001"			56481	6127760	921.7
	"Indiana"	"18"	"2002"	"2002"	"Drug-induced causes"	"D"	777	6155967	12.6
	"Indiana"	"18"	"2002"	"2002"	"Alcohol-induced causes"	"A"	622	6155967	10.1
	"Indiana"	"18"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	55317	6155967	898.6
"Total"	"Indiana"	"18"	"2002"	"2002"			56716	6155967	921.3
	"Indiana"	"18"	"2003"	"2003"	"Drug-induced causes"	"D"	964	6196638	15.6
	"Indiana"	"18"	"2003"	"2003"	"Alcohol-induced causes"	"A"	599	6196638	9.7
	"Indiana"	"18"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	55894	6196638	902.0
"Total"	"Indiana"	"18"	"2003"	"2003"			57457	6196638	927.2
	"Indiana"	"18"	"2004"	"2004"	"Drug-induced causes"	"D"	1129	6233007	18.1
	"Indiana"	"18"	"2004"	"2004"	"Alcohol-induced causes"	"A"	656	6233007	10.5
	"Indiana"	"18"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	54135	6233007	868.5
"Total"	"Indiana"	"18"	"2004"	"2004"			55920	6233007	897.2
	"Indiana"	"18"	"2005"	"2005"	"Drug-induced causes"	"D"	1221	6278616	19.4
	"Indiana"	"18"	"2005"	"2005"	"Alcohol-induced causes"	"A"	599	6278616	9.5
	"Indiana"	"18"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	55602	6278616	885.6
"Total"	"Indiana"	"18"	"2005"	"2005"			57422	6278616	914.6
	"Indiana"	"18"	"2006"	"2006"	"Drug-induced causes"	"D"	1293	6332669	20.4
	"Indiana"	"18"	"2006"	"2006"	"Alcohol-induced causes"	"A"	609	6332669	9.6
	"Indiana"	"18"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	55539	6332669	877.0
"Total"	"Indiana"	"18"	"2006"	"2006"			57441	6332669	907.1
	"Indiana"	"18"	"2007"	"2007"	"Drug-induced causes"	"D"	1388	6379599	21.8
	"Indiana"	"18"	"2007"	"2007"	"Alcohol-induced causes"	"A"	598	6379599	9.4
	"Indiana"	"18"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	53915	6379599	845.1
"Total"	"Indiana"	"18"	"2007"	"2007"			55901	6379599	876.2
	"Indiana"	"18"	"2008"	"2008"	"Drug-induced causes"	"D"	7578	6424806	117.9
	"Indiana"	"18"	"2008"	"2008"	"Alcohol-induced causes"	"A"	713	6424806	11.1
	"Indiana"	"18"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	56637	6424806	881.5
"Total"	"Indiana"	"18"	"2008"	"2008"			64928	6424806	1010.6
	"Indiana"	"18"	"2009"	"2009"	"Drug-induced causes"	"D"	7685	6459325	119.0
	"Indiana"	"18"	"2009"	"2009"	"Alcohol-induced causes"	"A"	714	6459325	11.1
	"Indiana"	"18"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	55874	6459325	865.0
"Total"	"Indiana"	"18"	"2009"	"2009"			64273	6459325	995.0
	"Indiana"	"18"	"2010"	"2010"	"Drug-induced causes"	"D"	8116	6483802	125.2
	"Indiana"	"18"	"2010"	"2010"	"Alcohol-induced causes"	"A"	781	6483802	12.0
	"Indiana"	"18"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	56601	6483802	873.0
"Total"	"Indiana"	"18"	"2010"	"2010"			65498	6483802	1010.2
	"Indiana"	"18"	"2011"	"2011"	"Drug-induced causes"	"D"	10546	6516922	161.8
	"Indiana"	"18"	"2011"	"2011"	"Alcohol-induced causes"	"A"	1033	6516922	15.9
	"Indiana"	"18"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	58100	6516922	891.5
"Total"	"Indiana"	"18"	"2011"	"2011"			69679	6516922	1069.2
	"Indiana"	"18"	"2012"	"2012"	"Drug-induced causes"	"D"	10837	6537334	165.8
	"Indiana"	"18"	"2012"	"2012"	"Alcohol-induced causes"	"A"	1051	6537334	16.1
	"Indiana"	"18"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	59226	6537334	906.0
"Total"	"Indiana"	"18"	"2012"	"2012"			71114	6537334	1087.8
	"Indiana"	"18"	"2013"	"2013"	"Drug-induced causes"	"D"	11194	6570902	170.4
	"Indiana"	"18"	"2013"	"2013"	"Alcohol-induced causes"	"A"	1188	6570902	18.1
	"Indiana"	"18"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	60612	6570902	922.4
"Total"	"Indiana"	"18"	"2013"	"2013"			72994	6570902	1110.9
	"Indiana"	"18"	"2014"	"2014"	"Drug-induced causes"	"D"	11547	6596855	175.0
	"Indiana"	"18"	"2014"	"2014"	"Alcohol-induced causes"	"A"	1292	6596855	19.6
	"Indiana"	"18"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	60814	6596855	921.9
"Total"	"Indiana"	"18"	"2014"	"2014"			73653	6596855	1116.5
	"Indiana"	"18"	"2015"	"2015"	"Drug-induced causes"	"D"	11875	6619680	179.4
	"Indiana"	"18"	"2015"	"2015"	"Alcohol-induced causes"	"A"	1356	6619680	20.5
	"Indiana"	"18"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	62553	6619680	945.0
"Total"	"Indiana"	"18"	"2015"	"2015"			75784	6619680	1144.8
	"Indiana"	"18"	"2016"	"2016"	"Drug-induced causes"	"D"	11786	6633053	177.7
	"Indiana"	"18"	"2016"	"2016"	"Alcohol-induced causes"	"A"	1408	6633053	21.2
	"Indiana"	"18"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	63331	6633053	954.8
"Total"	"Indiana"	"18"	"2016"	"2016"			76525	6633053	1153.7
	"Indiana"	"18"	"2017"	"2017"	"Drug-induced causes"	"D"	12249	6666818	183.7
	"Indiana"	"18"	"2017"	"2017"	"Alcohol-induced causes"	"A"	1550	6666818	23.2
	"Indiana"	"18"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	65453	6666818	981.8
"Total"	"Indiana"	"18"	"2017"	"2017"			79252	6666818	1188.8
	"Indiana"	"18"	"2018"	"2018"	"Drug-induced causes"	"D"	12267	6691878	183.3
	"Indiana"	"18"	"2018"	"2018"	"Alcohol-induced causes"	"A"	1661	6691878	24.8
	"Indiana"	"18"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	65533	6691878	979.3
"Total"	"Indiana"	"18"	"2018"	"2018"			79461	6691878	1187.4
"Total"	"Indiana"	"18"					1303433	128031085	1018.1
	"Iowa"	"19"	"1999"	"1999"	"Drug-induced causes"	"D"	172	2917634	5.9
	"Iowa"	"19"	"1999"	"1999"	"Alcohol-induced causes"	"A"	345	2917634	11.8
	"Iowa"	"19"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	28371	2917634	972.4
"Total"	"Iowa"	"19"	"1999"	"1999"			28888	2917634	990.1
	"Iowa"	"19"	"2000"	"2000"	"Drug-induced causes"	"D"	357	2926324	12.2
	"Iowa"	"19"	"2000"	"2000"	"Alcohol-induced causes"	"A"	298	2926324	10.2
	"Iowa"	"19"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	28047	2926324	958.4
"Total"	"Iowa"	"19"	"2000"	"2000"			28702	2926324	980.8
	"Iowa"	"19"	"2001"	"2001"	"Drug-induced causes"	"D"	379	2931997	12.9
	"Iowa"	"19"	"2001"	"2001"	"Alcohol-induced causes"	"A"	353	2931997	12.0
	"Iowa"	"19"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	27764	2931997	946.9
"Total"	"Iowa"	"19"	"2001"	"2001"			28496	2931997	971.9
	"Iowa"	"19"	"2002"	"2002"	"Drug-induced causes"	"D"	402	2934234	13.7
	"Iowa"	"19"	"2002"	"2002"	"Alcohol-induced causes"	"A"	356	2934234	12.1
	"Iowa"	"19"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	27945	2934234	952.4
"Total"	"Iowa"	"19"	"2002"	"2002"			28703	2934234	978.2
	"Iowa"	"19"	"2003"	"2003"	"Drug-induced causes"	"D"	503	2941999	17.1
	"Iowa"	"19"	"2003"	"2003"	"Alcohol-induced causes"	"A"	387	2941999	13.2
	"Iowa"	"19"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	28040	2941999	953.1
"Total"	"Iowa"	"19"	"2003"	"2003"			28930	2941999	983.3
	"Iowa"	"19"	"2004"	"2004"	"Drug-induced causes"	"D"	559	2953635	18.9
	"Iowa"	"19"	"2004"	"2004"	"Alcohol-induced causes"	"A"	352	2953635	11.9
	"Iowa"	"19"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	26861	2953635	909.4
"Total"	"Iowa"	"19"	"2004"	"2004"			27772	2953635	940.3
	"Iowa"	"19"	"2005"	"2005"	"Drug-induced causes"	"D"	577	2964454	19.5
	"Iowa"	"19"	"2005"	"2005"	"Alcohol-induced causes"	"A"	398	2964454	13.4
	"Iowa"	"19"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	27765	2964454	936.6
"Total"	"Iowa"	"19"	"2005"	"2005"			28740	2964454	969.5
	"Iowa"	"19"	"2006"	"2006"	"Drug-induced causes"	"D"	587	2982644	19.7
	"Iowa"	"19"	"2006"	"2006"	"Alcohol-induced causes"	"A"	398	2982644	13.3
	"Iowa"	"19"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	27315	2982644	915.8
"Total"	"Iowa"	"19"	"2006"	"2006"			28300	2982644	948.8
	"Iowa"	"19"	"2007"	"2007"	"Drug-induced causes"	"D"	664	2999212	22.1
	"Iowa"	"19"	"2007"	"2007"	"Alcohol-induced causes"	"A"	451	2999212	15.0
	"Iowa"	"19"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	27158	2999212	905.5
"Total"	"Iowa"	"19"	"2007"	"2007"			28273	2999212	942.7
	"Iowa"	"19"	"2008"	"2008"	"Drug-induced causes"	"D"	707	3016734	23.4
	"Iowa"	"19"	"2008"	"2008"	"Alcohol-induced causes"	"A"	441	3016734	14.6
	"Iowa"	"19"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	28482	3016734	944.1
"Total"	"Iowa"	"19"	"2008"	"2008"			29630	3016734	982.2
	"Iowa"	"19"	"2009"	"2009"	"Drug-induced causes"	"D"	707	3032870	23.3
	"Iowa"	"19"	"2009"	"2009"	"Alcohol-induced causes"	"A"	512	3032870	16.9
	"Iowa"	"19"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	27481	3032870	906.1
"Total"	"Iowa"	"19"	"2009"	"2009"			28700	3032870	946.3
	"Iowa"	"19"	"2010"	"2010"	"Drug-induced causes"	"D"	736	3046355	24.2
	"Iowa"	"19"	"2010"	"2010"	"Alcohol-induced causes"	"A"	495	3046355	16.2
	"Iowa"	"19"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	27686	3046355	908.8
"Total"	"Iowa"	"19"	"2010"	"2010"			28917	3046355	949.2
	"Iowa"	"19"	"2011"	"2011"	"Drug-induced causes"	"D"	4636	3062309	151.4
	"Iowa"	"19"	"2011"	"2011"	"Alcohol-induced causes"	"A"	560	3062309	18.3
	"Iowa"	"19"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	28113	3062309	918.0
"Total"	"Iowa"	"19"	"2011"	"2011"			33309	3062309	1087.7
	"Iowa"	"19"	"2012"	"2012"	"Drug-induced causes"	"D"	4970	3074186	161.7
	"Iowa"	"19"	"2012"	"2012"	"Alcohol-induced causes"	"A"	606	3074186	19.7
	"Iowa"	"19"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	28301	3074186	920.6
"Total"	"Iowa"	"19"	"2012"	"2012"			33877	3074186	1102.0
	"Iowa"	"19"	"2013"	"2013"	"Drug-induced causes"	"D"	5239	3090416	169.5
	"Iowa"	"19"	"2013"	"2013"	"Alcohol-induced causes"	"A"	618	3090416	20.0
	"Iowa"	"19"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	28878	3090416	934.4
"Total"	"Iowa"	"19"	"2013"	"2013"			34735	3090416	1124.0
	"Iowa"	"19"	"2014"	"2014"	"Drug-induced causes"	"D"	5137	3107126	165.3
	"Iowa"	"19"	"2014"	"2014"	"Alcohol-induced causes"	"A"	712	3107126	22.9
	"Iowa"	"19"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	29087	3107126	936.1
"Total"	"Iowa"	"19"	"2014"	"2014"			34936	3107126	1124.4
	"Iowa"	"19"	"2015"	"2015"	"Drug-induced causes"	"D"	5279	3123899	169.0
	"Iowa"	"19"	"2015"	"2015"	"Alcohol-induced causes"	"A"	728	3123899	23.3
	"Iowa"	"19"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	29517	3123899	944.9
"Total"	"Iowa"	"19"	"2015"	"2015"			35524	3123899	1137.2
	"Iowa"	"19"	"2016"	"2016"	"Drug-induced causes"	"D"	5384	3134693	171.8
	"Iowa"	"19"	"2016"	"2016"	"Alcohol-induced causes"	"A"	755	3134693	24.1
	"Iowa"	"19"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	29448	3134693	939.4
"Total"	"Iowa"	"19"	"2016"	"2016"			35587	3134693	1135.3
	"Iowa"	"19"	"2017"	"2017"	"Drug-induced causes"	"D"	5693	3145711	181.0
	"Iowa"	"19"	"2017"	"2017"	"Alcohol-induced causes"	"A"	806	3145711	25.6
	"Iowa"	"19"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	30439	3145711	967.6
"Total"	"Iowa"	"19"	"2017"	"2017"			36938	3145711	1174.2
	"Iowa"	"19"	"2018"	"2018"	"Drug-induced causes"	"D"	5859	3156145	185.6
	"Iowa"	"19"	"2018"	"2018"	"Alcohol-induced causes"	"A"	812	3156145	25.7
	"Iowa"	"19"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	30256	3156145	958.6
"Total"	"Iowa"	"19"	"2018"	"2018"			36927	3156145	1170.0
"Total"	"Iowa"	"19"					625884	60542577	1033.8
	"Kansas"	"20"	"1999"	"1999"	"Drug-induced causes"	"D"	219	2678338	8.2
	"Kansas"	"20"	"1999"	"1999"	"Alcohol-induced causes"	"A"	289	2678338	10.8
	"Kansas"	"20"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	24444	2678338	912.7
"Total"	"Kansas"	"20"	"1999"	"1999"			24952	2678338	931.6
	"Kansas"	"20"	"2000"	"2000"	"Drug-induced causes"	"D"	323	2688418	12.0
	"Kansas"	"20"	"2000"	"2000"	"Alcohol-induced causes"	"A"	302	2688418	11.2
	"Kansas"	"20"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	24696	2688418	918.6
"Total"	"Kansas"	"20"	"2000"	"2000"			25321	2688418	941.9
	"Kansas"	"20"	"2001"	"2001"	"Drug-induced causes"	"D"	393	2702162	14.5
	"Kansas"	"20"	"2001"	"2001"	"Alcohol-induced causes"	"A"	346	2702162	12.8
	"Kansas"	"20"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	24615	2702162	910.9
"Total"	"Kansas"	"20"	"2001"	"2001"			25354	2702162	938.3
	"Kansas"	"20"	"2002"	"2002"	"Drug-induced causes"	"D"	424	2713535	15.6
	"Kansas"	"20"	"2002"	"2002"	"Alcohol-induced causes"	"A"	398	2713535	14.7
	"Kansas"	"20"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	24981	2713535	920.6
"Total"	"Kansas"	"20"	"2002"	"2002"			25803	2713535	950.9
	"Kansas"	"20"	"2003"	"2003"	"Drug-induced causes"	"D"	456	2723004	16.7
	"Kansas"	"20"	"2003"	"2003"	"Alcohol-induced causes"	"A"	395	2723004	14.5
	"Kansas"	"20"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	24549	2723004	901.5
"Total"	"Kansas"	"20"	"2003"	"2003"			25400	2723004	932.8
	"Kansas"	"20"	"2004"	"2004"	"Drug-induced causes"	"D"	524	2734373	19.2
	"Kansas"	"20"	"2004"	"2004"	"Alcohol-induced causes"	"A"	380	2734373	13.9
	"Kansas"	"20"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	23791	2734373	870.1
"Total"	"Kansas"	"20"	"2004"	"2004"			24695	2734373	903.1
	"Kansas"	"20"	"2005"	"2005"	"Drug-induced causes"	"D"	4123	2745299	150.2
	"Kansas"	"20"	"2005"	"2005"	"Alcohol-induced causes"	"A"	429	2745299	15.6
	"Kansas"	"20"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	24636	2745299	897.4
"Total"	"Kansas"	"20"	"2005"	"2005"			29188	2745299	1063.2
	"Kansas"	"20"	"2006"	"2006"	"Drug-induced causes"	"D"	3820	2762931	138.3
	"Kansas"	"20"	"2006"	"2006"	"Alcohol-induced causes"	"A"	400	2762931	14.5
	"Kansas"	"20"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	24508	2762931	887.0
"Total"	"Kansas"	"20"	"2006"	"2006"			28728	2762931	1039.8
	"Kansas"	"20"	"2007"	"2007"	"Drug-induced causes"	"D"	3704	2783785	133.1
	"Kansas"	"20"	"2007"	"2007"	"Alcohol-induced causes"	"A"	460	2783785	16.5
	"Kansas"	"20"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	24425	2783785	877.4
"Total"	"Kansas"	"20"	"2007"	"2007"			28589	2783785	1027.0
	"Kansas"	"20"	"2008"	"2008"	"Drug-induced causes"	"D"	3776	2808076	134.5
	"Kansas"	"20"	"2008"	"2008"	"Alcohol-induced causes"	"A"	409	2808076	14.6
	"Kansas"	"20"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	24905	2808076	886.9
"Total"	"Kansas"	"20"	"2008"	"2008"			29090	2808076	1035.9
	"Kansas"	"20"	"2009"	"2009"	"Drug-induced causes"	"D"	3703	2832704	130.7
	"Kansas"	"20"	"2009"	"2009"	"Alcohol-induced causes"	"A"	472	2832704	16.7
	"Kansas"	"20"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	23963	2832704	845.9
